id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,driversChampionshipDecider,constructorsChampionshipDecider
1057,22,2021-12-12,abu-dhabi,Formula 1 Etihad Airways Abu Dhabi Grand Prix 2021,KNOCKOUT,yas-marina,RACE,ANTI_CLOCKWISE,5.281,16,58,306.183,True,True
