time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:22.109,red-bull,honda,,max-verstappen,1,pirelli,33
1:22.480,mercedes,mercedes,,lewis-hamilton,2,pirelli,44
1:22.931,mclaren,mercedes,,lando-norris,3,pirelli,4
1:22.947,red-bull,honda,,sergio-perez,4,pirelli,11
1:22.992,ferrari,ferrari,,carlos-sainz-jr,5,pirelli,55
1:23.036,mercedes,mercedes,,valtteri-bottas,6,pirelli,77
1:23.122,ferrari,ferrari,,charles-leclerc,7,pirelli,16
1:23.220,alphatauri,honda,,yuki-tsunoda,8,pirelli,22
1:23.389,alpine,renault,,esteban-ocon,9,pirelli,31
1:23.409,mclaren,mercedes,,daniel-ricciardo,10,pirelli,3
1:23.460,alpine,renault,,fernando-alonso,11,pirelli,14
1:24.043,alphatauri,honda,,pierre-gasly,12,pirelli,10
1:24.066,aston-martin,mercedes,,lance-stroll,13,pirelli,18
1:24.251,alfa-romeo,ferrari,,antonio-giovinazzi,14,pirelli,99
1:24.305,aston-martin,mercedes,,sebastian-vettel,15,pirelli,5
1:24.338,williams,mercedes,,nicholas-latifi,16,pirelli,6
1:24.423,williams,mercedes,,george-russell,17,pirelli,63
1:24.779,alfa-romeo,ferrari,,kimi-raikkonen,18,pirelli,7
1:24.906,haas,ferrari,,mick-schumacher,19,pirelli,47
