time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:23.691,mercedes,mercedes,,,26,lewis-hamilton,1,pirelli,44
1:24.034,alpine,renault,+0.343,+0.343,29,esteban-ocon,2,pirelli,31
1:24.083,mercedes,mercedes,+0.049,+0.392,29,valtteri-bottas,3,pirelli,77
1:24.332,red-bull,honda,+0.249,+0.641,25,max-verstappen,4,pirelli,33
1:24.400,red-bull,honda,+0.068,+0.709,26,sergio-perez,5,pirelli,11
1:24.495,alpine,renault,+0.095,+0.804,27,fernando-alonso,6,pirelli,14
1:24.532,alphatauri,honda,+0.037,+0.841,26,yuki-tsunoda,7,pirelli,22
1:24.557,ferrari,ferrari,+0.025,+0.866,29,charles-leclerc,8,pirelli,16
1:24.844,ferrari,ferrari,+0.287,+1.153,29,carlos-sainz-jr,9,pirelli,55
1:24.940,alphatauri,honda,+0.096,+1.249,27,pierre-gasly,10,pirelli,10
1:24.959,mclaren,mercedes,+0.019,+1.268,26,daniel-ricciardo,11,pirelli,3
1:25.108,alfa-romeo,ferrari,+0.149,+1.417,27,antonio-giovinazzi,12,pirelli,99
1:25.153,mclaren,mercedes,+0.045,+1.462,27,lando-norris,13,pirelli,4
1:25.195,aston-martin,mercedes,+0.042,+1.504,27,sebastian-vettel,14,pirelli,5
1:25.385,aston-martin,mercedes,+0.190,+1.694,26,lance-stroll,15,pirelli,18
1:25.440,alfa-romeo,ferrari,+0.055,+1.749,23,kimi-raikkonen,16,pirelli,7
1:25.549,williams,mercedes,+0.109,+1.858,29,george-russell,17,pirelli,63
1:25.687,williams,mercedes,+0.138,+1.996,22,nicholas-latifi,18,pirelli,6
1:25.784,haas,ferrari,+0.097,+2.093,27,mick-schumacher,19,pirelli,47
1:26.336,haas,ferrari,+0.552,+2.645,26,nikita-mazepin,20,pirelli,9
