time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:23.274,mercedes,mercedes,,,23,lewis-hamilton,1,pirelli,44
1:23.488,red-bull,honda,+0.214,+0.214,23,max-verstappen,2,pirelli,33
1:24.025,mercedes,mercedes,+0.537,+0.751,21,valtteri-bottas,3,pirelli,77
1:24.047,red-bull,honda,+0.022,+0.773,21,sergio-perez,4,pirelli,11
1:24.106,mclaren,mercedes,+0.059,+0.832,17,lando-norris,5,pirelli,4
1:24.223,alphatauri,honda,+0.117,+0.949,22,yuki-tsunoda,6,pirelli,22
1:24.251,alphatauri,honda,+0.028,+0.977,22,pierre-gasly,7,pirelli,10
1:24.595,ferrari,ferrari,+0.344,+1.321,20,carlos-sainz-jr,8,pirelli,55
1:24.733,mclaren,mercedes,+0.138,+1.459,16,daniel-ricciardo,9,pirelli,3
1:24.758,ferrari,ferrari,+0.025,+1.484,21,charles-leclerc,10,pirelli,16
1:24.821,aston-martin,mercedes,+0.063,+1.547,22,lance-stroll,11,pirelli,18
1:24.834,alpine,renault,+0.013,+1.560,18,esteban-ocon,12,pirelli,31
1:25.037,alfa-romeo,ferrari,+0.203,+1.763,23,kimi-raikkonen,13,pirelli,7
1:25.048,alfa-romeo,ferrari,+0.011,+1.774,18,antonio-giovinazzi,14,pirelli,99
1:25.094,alpine,renault,+0.046,+1.820,19,fernando-alonso,15,pirelli,14
1:25.115,aston-martin,mercedes,+0.021,+1.841,25,sebastian-vettel,16,pirelli,5
1:25.220,williams,mercedes,+0.105,+1.946,22,george-russell,17,pirelli,63
1:25.322,williams,mercedes,+0.102,+2.048,19,nicholas-latifi,18,pirelli,6
1:25.340,haas,ferrari,+0.018,+2.066,18,mick-schumacher,19,pirelli,47
1:26.332,haas,ferrari,+0.992,+3.058,19,nikita-mazepin,20,pirelli,9
