constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,28.4,charles-leclerc,1,pirelli,16
williams,mercedes,13.1,george-russell,2,pirelli,63
red-bull,honda,12.4,max-verstappen,3,pirelli,33
red-bull,honda,7.8,sergio-perez,4,pirelli,11
ferrari,ferrari,7.2,carlos-sainz-jr,5,pirelli,55
