id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1043,8,2021-06-27,styria,Formula 1 BWT Grosser Preis der Steiermark 2021,KNOCKOUT,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452
