time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:05.910,red-bull,honda,,,34,max-verstappen,1,pirelli,33
1:06.166,alphatauri,honda,+0.256,+0.256,33,pierre-gasly,2,pirelli,10
1:06.332,mercedes,mercedes,+0.166,+0.422,32,lewis-hamilton,3,pirelli,44
1:06.386,mercedes,mercedes,+0.054,+0.476,34,valtteri-bottas,4,pirelli,77
1:06.397,alphatauri,honda,+0.011,+0.487,36,yuki-tsunoda,5,pirelli,22
1:06.519,alpine,renault,+0.122,+0.609,36,fernando-alonso,6,pirelli,14
1:06.551,alpine,renault,+0.032,+0.641,35,esteban-ocon,7,pirelli,31
1:06.584,aston-martin,mercedes,+0.033,+0.674,33,lance-stroll,8,pirelli,18
1:06.614,alfa-romeo,ferrari,+0.030,+0.704,29,antonio-giovinazzi,9,pirelli,99
1:06.629,ferrari,ferrari,+0.015,+0.719,36,charles-leclerc,10,pirelli,16
1:06.630,ferrari,ferrari,+0.001,+0.720,33,carlos-sainz-jr,11,pirelli,55
1:06.669,mclaren,mercedes,+0.039,+0.759,38,daniel-ricciardo,12,pirelli,3
1:06.696,red-bull,honda,+0.027,+0.786,33,sergio-perez,13,pirelli,11
1:06.708,aston-martin,mercedes,+0.012,+0.798,32,sebastian-vettel,14,pirelli,5
1:06.848,williams,mercedes,+0.140,+0.938,32,george-russell,15,pirelli,63
1:06.861,mclaren,mercedes,+0.013,+0.951,35,lando-norris,16,pirelli,4
1:07.180,williams,mercedes,+0.319,+1.270,31,nicholas-latifi,17,pirelli,6
1:07.473,haas,ferrari,+0.293,+1.563,30,mick-schumacher,18,pirelli,47
1:07.823,alfa-romeo,ferrari,+0.350,+1.913,30,robert-kubica,19,pirelli,88
1:08.081,haas,ferrari,+0.258,+2.171,31,nikita-mazepin,20,pirelli,9
