engineManufacturerId,constructorId,position,points
honda,red-bull,1,252
mercedes,mercedes,2,212
mercedes,mclaren,3,120
ferrari,ferrari,4,108
honda,alphatauri,5,46
mercedes,aston-martin,6,44
renault,alpine,7,31
ferrari,alfa-romeo,8,2
mercedes,williams,9,0
ferrari,haas,10,0
