time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:07.058,mercedes,mercedes,,,lewis-hamilton,1,pirelli,71,44
1:07.894,red-bull,honda,+0.836,+0.836,sergio-perez,2,pirelli,57,11
1:08.017,red-bull,honda,+0.123,+0.959,max-verstappen,3,pirelli,68,33
1:08.609,ferrari,ferrari,+0.592,+1.551,carlos-sainz-jr,4,pirelli,64,55
1:08.619,mercedes,mercedes,+0.010,+1.561,valtteri-bottas,5,pirelli,43,77
1:08.738,ferrari,ferrari,+0.119,+1.680,charles-leclerc,6,pirelli,64,16
1:08.903,mclaren,mercedes,+0.165,+1.845,lando-norris,7,pirelli,65,4
1:09.128,alfa-romeo,ferrari,+0.225,+2.070,kimi-raikkonen,8,pirelli,57,7
1:09.305,mclaren,mercedes,+0.177,+2.247,daniel-ricciardo,9,pirelli,45,3
1:09.576,alpine,renault,+0.271,+2.518,esteban-ocon,10,pirelli,70,31
1:09.650,alphatauri,honda,+0.074,+2.592,yuki-tsunoda,11,pirelli,41,22
1:09.723,alfa-romeo,ferrari,+0.073,+2.665,antonio-giovinazzi,12,pirelli,39,99
1:09.749,alpine,renault,+0.026,+2.691,fernando-alonso,13,pirelli,61,14
1:09.787,aston-martin,mercedes,+0.038,+2.729,lance-stroll,14,pirelli,32,18
1:09.821,aston-martin,mercedes,+0.034,+2.763,sebastian-vettel,15,pirelli,64,5
1:10.005,haas,ferrari,+0.184,+2.947,mick-schumacher,16,pirelli,57,47
1:10.104,williams,mercedes,+0.099,+3.046,nicholas-latifi,17,pirelli,34,6
1:10.499,williams,mercedes,+0.395,+3.441,george-russell,18,pirelli,28,63
1:10.951,haas,ferrari,+0.452,+3.893,nikita-mazepin,19,pirelli,39,9
