time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:05.412,red-bull,honda,,,37,max-verstappen,1,pirelli,33
1:05.748,mclaren,mercedes,+0.336,+0.336,35,daniel-ricciardo,2,pirelli,3
1:05.790,alpine,renault,+0.042,+0.378,35,esteban-ocon,3,pirelli,31
1:05.796,mercedes,mercedes,+0.006,+0.384,35,lewis-hamilton,4,pirelli,44
1:05.827,alpine,renault,+0.031,+0.415,39,fernando-alonso,5,pirelli,14
1:05.934,aston-martin,mercedes,+0.107,+0.522,38,sebastian-vettel,6,pirelli,5
1:05.994,mclaren,mercedes,+0.060,+0.582,39,lando-norris,7,pirelli,4
1:06.079,aston-martin,mercedes,+0.085,+0.667,36,lance-stroll,8,pirelli,18
1:06.089,red-bull,honda,+0.010,+0.677,36,sergio-perez,9,pirelli,11
1:06.145,alfa-romeo,ferrari,+0.056,+0.733,37,antonio-giovinazzi,10,pirelli,99
1:06.147,ferrari,ferrari,+0.002,+0.735,39,carlos-sainz-jr,11,pirelli,55
1:06.251,mercedes,mercedes,+0.104,+0.839,32,valtteri-bottas,12,pirelli,77
1:06.270,ferrari,ferrari,+0.019,+0.858,39,charles-leclerc,13,pirelli,16
1:06.297,alfa-romeo,ferrari,+0.027,+0.885,41,kimi-raikkonen,14,pirelli,7
1:06.451,alphatauri,honda,+0.154,+1.039,39,yuki-tsunoda,15,pirelli,22
1:06.628,williams,mercedes,+0.177,+1.216,39,george-russell,16,pirelli,63
1:06.886,haas,ferrari,+0.258,+1.474,29,mick-schumacher,17,pirelli,47
1:07.404,haas,ferrari,+0.518,+1.992,30,nikita-mazepin,18,pirelli,9
1:07.669,williams,mercedes,+0.265,+2.257,32,nicholas-latifi,19,pirelli,6
