driverId,position,points
max-verstappen,1,136
sergio-perez,2,103
charles-leclerc,3,98
lando-norris,4,83
carlos-sainz-jr,5,83
oscar-piastri,6,41
george-russell,7,37
fernando-alonso,8,33
lewis-hamilton,9,27
yuki-tsunoda,10,14
lance-stroll,11,9
oliver-bearman,12,6
nico-hulkenberg,13,6
daniel-ricciardo,14,5
esteban-ocon,15,1
kevin-magnussen,16,1
alexander-albon,17,0
guanyu-zhou,18,0
pierre-gasly,19,0
valtteri-bottas,20,0
logan-sargeant,21,0
