constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,41.1,lando-norris,1,pirelli,4
kick-sauber,ferrari,14.6,valtteri-bottas,2,pirelli,77
mclaren,mercedes,8.5,oscar-piastri,3,pirelli,81
mercedes,mercedes,5.9,lewis-hamilton,4,pirelli,44
ferrari,ferrari,4.6,charles-leclerc,5,pirelli,16
