time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:49.412,ferrari,ferrari,,charles-leclerc,1,pirelli,16
1:49.434,red-bull,rbpt,,sergio-perez,2,pirelli,11
1:49.466,mercedes,mercedes,,lewis-hamilton,3,pirelli,44
1:49.583,ferrari,ferrari,,carlos-sainz-jr,4,pirelli,55
1:49.966,alpine,renault,,fernando-alonso,5,pirelli,14
1:50.584,mclaren,mercedes,,lando-norris,6,pirelli,4
1:51.211,alphatauri,rbpt,,pierre-gasly,7,pirelli,10
1:51.395,red-bull,rbpt,,max-verstappen,8,pirelli,1
1:51.573,haas,ferrari,,kevin-magnussen,9,pirelli,20
1:51.983,alphatauri,rbpt,,yuki-tsunoda,10,pirelli,22
1:54.211,aston-martin,mercedes,,lance-stroll,11,pirelli,18
1:54.370,haas,ferrari,,mick-schumacher,12,pirelli,47
1:54.380,aston-martin,mercedes,,sebastian-vettel,13,pirelli,5
1:55.518,alfa-romeo,ferrari,,guanyu-zhou,14,pirelli,24
1:56.083,alfa-romeo,ferrari,,valtteri-bottas,15,pirelli,77
1:56.226,mclaren,mercedes,,daniel-ricciardo,16,pirelli,3
1:56.337,alpine,renault,,esteban-ocon,17,pirelli,31
1:56.985,williams,mercedes,,alexander-albon,18,pirelli,23
1:57.532,williams,mercedes,,nicholas-latifi,19,pirelli,6
1:54.012,mercedes,mercedes,SFB,george-russell,20,pirelli,63
