time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:42.587,ferrari,ferrari,,,23,carlos-sainz-jr,1,pirelli,55
1:42.795,ferrari,ferrari,+0.208,+0.208,14,charles-leclerc,2,pirelli,16
1:42.911,mercedes,mercedes,+0.116,+0.324,26,george-russell,3,pirelli,63
1:42.926,red-bull,rbpt,+0.015,+0.339,8,max-verstappen,4,pirelli,1
1:43.182,mercedes,mercedes,+0.256,+0.595,22,lewis-hamilton,5,pirelli,44
1:43.412,alpine,renault,+0.230,+0.825,23,esteban-ocon,6,pirelli,31
1:43.431,alfa-romeo,ferrari,+0.019,+0.844,26,valtteri-bottas,7,pirelli,77
1:43.520,alpine,renault,+0.089,+0.933,23,fernando-alonso,8,pirelli,14
1:43.906,red-bull,rbpt,+0.386,+1.319,13,sergio-perez,9,pirelli,11
1:43.982,aston-martin,mercedes,+0.076,+1.395,21,lance-stroll,10,pirelli,18
1:44.013,mclaren,mercedes,+0.031,+1.426,16,lando-norris,11,pirelli,4
1:44.249,aston-martin,mercedes,+0.236,+1.662,24,sebastian-vettel,12,pirelli,5
1:44.422,haas,ferrari,+0.173,+1.835,22,kevin-magnussen,13,pirelli,20
1:44.469,alphatauri,rbpt,+0.047,+1.882,22,pierre-gasly,14,pirelli,10
1:44.524,alfa-romeo,ferrari,+0.055,+1.937,25,guanyu-zhou,15,pirelli,24
1:45.144,williams,mercedes,+0.620,+2.557,25,alexander-albon,16,pirelli,23
1:45.211,alphatauri,rbpt,+0.067,+2.624,11,yuki-tsunoda,17,pirelli,22
1:45.447,mclaren,mercedes,+0.236,+2.860,18,daniel-ricciardo,18,pirelli,3
1:45.623,haas,ferrari,+0.176,+3.036,23,mick-schumacher,19,pirelli,47
1:46.553,williams,mercedes,+0.930,+3.966,25,nicholas-latifi,20,pirelli,6
