time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:43.033,mercedes,mercedes,,,20,lewis-hamilton,1,pirelli,44
1:43.117,red-bull,rbpt,+0.084,+0.084,20,max-verstappen,2,pirelli,1
1:43.435,ferrari,ferrari,+0.318,+0.402,17,charles-leclerc,3,pirelli,16
1:43.839,red-bull,rbpt,+0.404,+0.806,15,sergio-perez,4,pirelli,11
1:44.066,mercedes,mercedes,+0.227,+1.033,21,george-russell,5,pirelli,63
1:44.138,ferrari,ferrari,+0.072,+1.105,24,carlos-sainz-jr,6,pirelli,55
1:44.736,alpine,renault,+0.598,+1.703,24,esteban-ocon,7,pirelli,31
1:45.221,aston-martin,mercedes,+0.485,+2.188,12,lance-stroll,8,pirelli,18
1:45.258,alphatauri,rbpt,+0.037,+2.225,24,pierre-gasly,9,pirelli,10
1:45.336,alpine,renault,+0.078,+2.303,11,fernando-alonso,10,pirelli,14
1:45.354,aston-martin,mercedes,+0.018,+2.321,22,sebastian-vettel,11,pirelli,5
1:45.724,mclaren,mercedes,+0.370,+2.691,21,daniel-ricciardo,12,pirelli,3
1:45.725,alfa-romeo,ferrari,+0.001,+2.692,24,valtteri-bottas,13,pirelli,77
1:46.028,haas,ferrari,+0.303,+2.995,22,kevin-magnussen,14,pirelli,20
1:46.081,alphatauri,rbpt,+0.053,+3.048,26,yuki-tsunoda,15,pirelli,22
1:46.119,williams,mercedes,+0.038,+3.086,20,alexander-albon,16,pirelli,23
1:46.408,alfa-romeo,ferrari,+0.289,+3.375,25,guanyu-zhou,17,pirelli,24
1:46.601,haas,ferrari,+0.193,+3.568,23,mick-schumacher,18,pirelli,47
1:46.680,mclaren,mercedes,+0.079,+3.647,22,lando-norris,19,pirelli,4
1:47.092,williams,mercedes,+0.412,+4.059,18,nicholas-latifi,20,pirelli,6
