time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:46.458,mercedes,mercedes,,,george-russell,1,pirelli,54,63
1:48.165,red-bull,rbpt,+1.707,+1.707,sergio-perez,2,pirelli,57,11
1:48.414,ferrari,ferrari,+0.249,+1.956,carlos-sainz-jr,3,pirelli,59,55
1:48.753,ferrari,ferrari,+0.339,+2.295,charles-leclerc,4,pirelli,54,16
1:49.142,red-bull,rbpt,+0.389,+2.684,max-verstappen,5,pirelli,52,1
1:49.212,mclaren,mercedes,+0.070,+2.754,lando-norris,6,pirelli,56,4
1:50.283,aston-martin,mercedes,+1.071,+3.825,lance-stroll,7,pirelli,58,18
1:50.290,haas,ferrari,+0.007,+3.832,mick-schumacher,8,pirelli,58,47
1:50.569,alphatauri,rbpt,+0.279,+4.111,pierre-gasly,9,pirelli,56,10
1:50.622,mercedes,mercedes,+0.053,+4.164,lewis-hamilton,10,pirelli,58,44
1:50.669,aston-martin,mercedes,+0.047,+4.211,sebastian-vettel,11,pirelli,58,5
1:51.006,mclaren,mercedes,+0.337,+4.548,daniel-ricciardo,12,pirelli,57,3
1:51.864,alfa-romeo,ferrari,+0.858,+5.406,valtteri-bottas,13,pirelli,52,77
1:52.067,haas,ferrari,+0.203,+5.609,kevin-magnussen,14,pirelli,59,20
1:58.716,alphatauri,rbpt,+6.649,+12.258,yuki-tsunoda,15,pirelli,32,22
2:00.463,alpine,renault,+1.747,+14.005,fernando-alonso,16,pirelli,19,14
2:01.105,alpine,renault,+0.642,+14.647,esteban-ocon,17,pirelli,24,31
2:02.121,williams,mercedes,+1.016,+15.663,alexander-albon,18,pirelli,24,23
2:05.556,alfa-romeo,ferrari,+3.435,+19.098,guanyu-zhou,19,pirelli,5,24
2:05.585,williams,mercedes,+0.029,+19.127,nicholas-latifi,20,pirelli,5,6
