id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,scheduledLaps,scheduledDistance
1074,17,2022-10-02,singapore,Formula 1 Singapore Airlines Singapore Grand Prix 2022,KNOCKOUT,marina-bay,STREET,ANTI_CLOCKWISE,5.063,23,59,298.58,61,308.706
