engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,576
ferrari,ferrari,2,439
mercedes,mercedes,3,373
mercedes,mclaren,4,129
renault,alpine,5,125
ferrari,alfa-romeo,6,52
mercedes,aston-martin,7,37
ferrari,haas,8,34
rbpt,alphatauri,9,34
mercedes,williams,10,6
