engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,97
ferrari,ferrari,2,93
mercedes,mclaren,3,55
mercedes,mercedes,4,26
mercedes,aston-martin,5,25
honda-rbpt,rb,6,6
ferrari,haas,7,4
mercedes,williams,8,0
ferrari,kick-sauber,9,0
renault,alpine,10,0
