driverId,position,points
max-verstappen,1,51
charles-leclerc,2,47
sergio-perez,3,46
carlos-sainz-jr,4,40
oscar-piastri,5,28
lando-norris,6,27
george-russell,7,18
fernando-alonso,8,16
lance-stroll,9,9
lewis-hamilton,10,8
yuki-tsunoda,11,6
oliver-bearman,12,6
nico-hulkenberg,13,3
kevin-magnussen,14,1
alexander-albon,15,0
guanyu-zhou,16,0
daniel-ricciardo,17,0
esteban-ocon,18,0
pierre-gasly,19,0
valtteri-bottas,20,0
logan-sargeant,21,0
