time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:18.750,ferrari,ferrari,,,26,carlos-sainz-jr,1,pirelli,55
1:18.880,red-bull,rbpt,+0.130,+0.130,24,max-verstappen,2,pirelli,1
1:19.039,ferrari,ferrari,+0.159,+0.289,26,charles-leclerc,3,pirelli,16
1:19.299,mclaren,mercedes,+0.260,+0.549,21,lando-norris,4,pirelli,4
1:19.606,mercedes,mercedes,+0.307,+0.856,28,george-russell,5,pirelli,63
1:19.622,red-bull,rbpt,+0.016,+0.872,24,sergio-perez,6,pirelli,11
1:19.710,mercedes,mercedes,+0.088,+0.960,25,lewis-hamilton,7,pirelli,44
1:19.841,mclaren,mercedes,+0.131,+1.091,28,daniel-ricciardo,8,pirelli,3
1:20.348,alpine,renault,+0.507,+1.598,30,esteban-ocon,9,pirelli,31
1:20.377,alpine,renault,+0.029,+1.627,27,fernando-alonso,10,pirelli,14
1:20.383,aston-martin,mercedes,+0.006,+1.633,26,sebastian-vettel,11,pirelli,5
1:20.414,aston-martin,mercedes,+0.031,+1.664,25,lance-stroll,12,pirelli,18
1:20.456,alphatauri,rbpt,+0.042,+1.706,28,pierre-gasly,13,pirelli,10
1:20.695,alphatauri,rbpt,+0.239,+1.945,27,yuki-tsunoda,14,pirelli,22
1:20.810,alfa-romeo,ferrari,+0.115,+2.060,23,guanyu-zhou,15,pirelli,24
1:20.834,williams,mercedes,+0.024,+2.084,28,alexander-albon,16,pirelli,23
1:20.921,haas,ferrari,+0.087,+2.171,24,kevin-magnussen,17,pirelli,20
1:21.027,haas,ferrari,+0.106,+2.277,25,mick-schumacher,18,pirelli,47
1:21.179,alfa-romeo,ferrari,+0.152,+2.429,20,robert-kubica,19,pirelli,88
1:21.413,williams,mercedes,+0.234,+2.663,27,nicholas-latifi,20,pirelli,6
