time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:17.377,mercedes,mercedes,,george-russell,1,pirelli,63
1:17.421,ferrari,ferrari,,carlos-sainz-jr,2,pirelli,55
1:17.567,ferrari,ferrari,,charles-leclerc,3,pirelli,16
1:17.769,mclaren,mercedes,,lando-norris,4,pirelli,4
1:18.018,alpine,renault,,esteban-ocon,5,pirelli,31
1:18.078,alpine,renault,,fernando-alonso,6,pirelli,14
1:18.142,mercedes,mercedes,,lewis-hamilton,7,pirelli,44
1:18.157,alfa-romeo,ferrari,,valtteri-bottas,8,pirelli,77
1:18.379,mclaren,mercedes,,daniel-ricciardo,9,pirelli,3
1:18.823,red-bull,rbpt,,max-verstappen,10,pirelli,1
1:18.516,red-bull,rbpt,,sergio-perez,11,pirelli,11
1:18.573,alfa-romeo,ferrari,,guanyu-zhou,12,pirelli,24
1:18.825,haas,ferrari,,kevin-magnussen,13,pirelli,20
1:19.137,aston-martin,mercedes,,lance-stroll,14,pirelli,18
1:19.202,haas,ferrari,,mick-schumacher,15,pirelli,47
1:19.240,alphatauri,rbpt,,yuki-tsunoda,16,pirelli,22
1:19.256,williams,mercedes,,alexander-albon,17,pirelli,23
1:19.273,aston-martin,mercedes,,sebastian-vettel,18,pirelli,5
1:19.570,williams,mercedes,,nicholas-latifi,19,pirelli,6
1:19.527,alphatauri,rbpt,SFB,pierre-gasly,20,pirelli,10
