constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,rbpt,34.2,max-verstappen,1,pirelli,1
mercedes,mercedes,16.4,lewis-hamilton,2,pirelli,44
mercedes,mercedes,11,george-russell,3,pirelli,63
aston-martin,mercedes,8.7,sebastian-vettel,4,pirelli,5
ferrari,ferrari,6.6,charles-leclerc,5,pirelli,16
