engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,431
ferrari,ferrari,2,334
mercedes,mercedes,3,304
renault,alpine,4,99
mercedes,mclaren,5,95
ferrari,alfa-romeo,6,51
ferrari,haas,7,34
rbpt,alphatauri,8,27
mercedes,aston-martin,9,20
mercedes,williams,10,3
