time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:41.480,williams,mercedes,,,17,nicholas-latifi,1,pirelli,6
1:42.141,ferrari,ferrari,+0.661,+0.661,14,charles-leclerc,2,pirelli,16
1:42.381,williams,mercedes,+0.240,+0.901,19,alexander-albon,3,pirelli,23
1:43.205,red-bull,rbpt,+0.824,+1.725,10,max-verstappen,4,pirelli,1
1:43.434,mercedes,mercedes,+0.229,+1.954,13,george-russell,5,pirelli,63
1:43.570,alpine,renault,+0.136,+2.090,16,fernando-alonso,6,pirelli,14
1:43.589,ferrari,ferrari,+0.019,+2.109,15,carlos-sainz-jr,7,pirelli,55
1:43.743,mclaren,mercedes,+0.154,+2.263,13,lando-norris,8,pirelli,4
1:44.178,aston-martin,mercedes,+0.435,+2.698,14,sebastian-vettel,9,pirelli,5
1:44.655,haas,ferrari,+0.477,+3.175,20,kevin-magnussen,10,pirelli,20
1:44.832,mercedes,mercedes,+0.177,+3.352,11,lewis-hamilton,11,pirelli,44
1:45.156,haas,ferrari,+0.324,+3.676,18,mick-schumacher,12,pirelli,47
1:45.570,alpine,renault,+0.414,+4.090,17,esteban-ocon,13,pirelli,31
1:45.624,mclaren,mercedes,+0.054,+4.144,11,daniel-ricciardo,14,pirelli,3
1:45.638,aston-martin,mercedes,+0.014,+4.158,17,lance-stroll,15,pirelli,18
1:45.691,alfa-romeo,ferrari,+0.053,+4.211,17,guanyu-zhou,16,pirelli,24
1:45.850,alphatauri,rbpt,+0.159,+4.370,17,yuki-tsunoda,17,pirelli,22
1:45.930,alfa-romeo,ferrari,+0.080,+4.450,20,valtteri-bottas,18,pirelli,77
1:46.091,alphatauri,rbpt,+0.161,+4.611,18,pierre-gasly,19,pirelli,10
1:48.240,red-bull,rbpt,+2.149,+6.760,11,sergio-perez,20,pirelli,11
