time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:21.386,mercedes,mercedes,,,lewis-hamilton,1,pirelli,57,44
1:21.622,ferrari,ferrari,+0.236,+0.236,charles-leclerc,2,pirelli,57,16
1:21.940,red-bull,rbpt,+0.318,+0.554,sergio-perez,3,pirelli,44,11
1:22.000,ferrari,ferrari,+0.060,+0.614,carlos-sainz-jr,4,pirelli,51,55
1:22.029,alfa-romeo,ferrari,+0.029,+0.643,guanyu-zhou,5,pirelli,58,24
1:22.126,red-bull,rbpt,+0.097,+0.740,max-verstappen,6,pirelli,45,1
1:22.437,aston-martin,mercedes,+0.311,+1.051,lance-stroll,7,pirelli,51,18
1:22.478,williams,mercedes,+0.041,+1.092,nicholas-latifi,8,pirelli,60,6
1:22.766,mercedes,mercedes,+0.288,+1.380,george-russell,9,pirelli,57,63
1:22.824,aston-martin,mercedes,+0.058,+1.438,sebastian-vettel,10,pirelli,51,5
1:23.043,mclaren,mercedes,+0.219,+1.657,lando-norris,11,pirelli,47,4
1:23.047,williams,mercedes,+0.004,+1.661,alexander-albon,12,pirelli,43,23
1:23.151,haas,ferrari,+0.104,+1.765,mick-schumacher,13,pirelli,50,47
1:23.199,alphatauri,rbpt,+0.048,+1.813,pierre-gasly,14,pirelli,58,10
1:23.511,haas,ferrari,+0.312,+2.125,kevin-magnussen,15,pirelli,37,20
1:23.538,alphatauri,rbpt,+0.027,+2.152,yuki-tsunoda,16,pirelli,58,22
1:23.654,mclaren,mercedes,+0.116,+2.268,daniel-ricciardo,17,pirelli,63,3
1:23.979,alpine,renault,+0.325,+2.593,fernando-alonso,18,pirelli,47,14
1:24.002,alfa-romeo,ferrari,+0.023,+2.616,valtteri-bottas,19,pirelli,60,77
1:24.149,alpine,renault,+0.147,+2.763,esteban-ocon,20,pirelli,60,31
