engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,623
mercedes,mercedes,2,305
ferrari,ferrari,3,285
mercedes,aston-martin,4,221
mercedes,mclaren,5,172
renault,alpine,6,84
mercedes,williams,7,21
ferrari,haas,8,12
ferrari,alfa-romeo,9,10
honda-rbpt,alphatauri,10,5
