id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,constructorsChampionshipDecider
1095,16,2023-09-24,japan,Formula 1 Lenovo Japanese Grand Prix 2023,KNOCKOUT,suzuka,RACE,CLOCKWISE,5.807,18,53,307.471,True
