constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,28.2,oscar-piastri,1,pirelli,81
mclaren,mercedes,15.8,lando-norris,2,pirelli,4
red-bull,honda-rbpt,14.4,max-verstappen,3,pirelli,1
ferrari,ferrari,7.5,charles-leclerc,4,pirelli,16
mercedes,mercedes,6.8,lewis-hamilton,5,pirelli,44
