driverId,position,points
max-verstappen,1,400
sergio-perez,2,223
lewis-hamilton,3,190
fernando-alonso,4,174
carlos-sainz-jr,5,150
charles-leclerc,6,135
lando-norris,7,115
george-russell,8,115
oscar-piastri,9,57
lance-stroll,10,47
pierre-gasly,11,46
esteban-ocon,12,38
alexander-albon,13,21
nico-hulkenberg,14,9
valtteri-bottas,15,6
guanyu-zhou,16,4
yuki-tsunoda,17,3
kevin-magnussen,18,3
liam-lawson,19,2
logan-sargeant,20,0
nyck-de-vries,21,0
daniel-ricciardo,22,0
