driverId,position,points
max-verstappen,1,169
charles-leclerc,2,138
lando-norris,3,113
carlos-sainz-jr,4,108
sergio-perez,5,107
oscar-piastri,6,71
george-russell,7,54
lewis-hamilton,8,42
fernando-alonso,9,33
yuki-tsunoda,10,19
lance-stroll,11,11
oliver-bearman,12,6
nico-hulkenberg,13,6
daniel-ricciardo,14,5
alexander-albon,15,2
esteban-ocon,16,1
kevin-magnussen,17,1
pierre-gasly,18,1
guanyu-zhou,19,0
valtteri-bottas,20,0
logan-sargeant,21,0
