id,round,date,time,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,freePractice1Date,freePractice1Time,freePractice2Date,freePractice2Time,freePractice3Date,freePractice3Time,qualifyingDate,qualifyingTime
1109,8,2024-05-26,780,monaco,Formula 1 Grand Prix de Monaco 2024,KNOCKOUT,monaco,STREET,CLOCKWISE,3.337,19,78,260.286,2024-05-24,690,2024-05-24,900,2024-05-25,630,2024-05-25,840
