constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,32.4,charles-leclerc,1,pirelli,16
kick-sauber,ferrari,12.4,guanyu-zhou,2,pirelli,24
mclaren,mercedes,7.9,oscar-piastri,3,pirelli,81
ferrari,ferrari,6.4,carlos-sainz-jr,4,pirelli,55
mclaren,mercedes,4.7,lando-norris,5,pirelli,4
