id,round,date,time,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,freePractice1Date,freePractice1Time,freePractice2Date,freePractice2Time,freePractice3Date,freePractice3Time,qualifyingDate,qualifyingTime
1108,7,2024-05-19,780,emilia-romagna,Formula 1 MSC Cruises Gran Premio dell'Emilia Romagna 2024,KNOCKOUT,imola,RACE,ANTI_CLOCKWISE,4.909,19,63,309.049,2024-05-17,690,2024-05-17,900,2024-05-18,630,2024-05-18,840
