constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,31.4,lando-norris,1,pirelli,4
ferrari,ferrari,11.3,charles-leclerc,2,pirelli,16
mclaren,mercedes,9,oscar-piastri,3,pirelli,81
red-bull,honda-rbpt,8.6,max-verstappen,4,pirelli,1
rb,honda-rbpt,6.5,yuki-tsunoda,5,pirelli,22
