time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:30.847,red-bull,honda,,,23,max-verstappen,1,pirelli,33
1:30.942,mclaren,mercedes,+0.095,+0.095,25,lando-norris,2,pirelli,4
1:31.082,mercedes,mercedes,+0.140,+0.235,24,lewis-hamilton,3,pirelli,44
1:31.127,ferrari,ferrari,+0.045,+0.280,26,carlos-sainz-jr,4,pirelli,55
1:31.218,mercedes,mercedes,+0.091,+0.371,23,valtteri-bottas,5,pirelli,77
1:31.230,mclaren,mercedes,+0.012,+0.383,22,daniel-ricciardo,6,pirelli,3
1:31.294,alphatauri,honda,+0.064,+0.447,23,yuki-tsunoda,7,pirelli,22
1:31.393,aston-martin,mercedes,+0.099,+0.546,24,lance-stroll,8,pirelli,18
1:31.483,alphatauri,honda,+0.090,+0.636,27,pierre-gasly,9,pirelli,10
1:31.503,red-bull,honda,+0.020,+0.656,23,sergio-perez,10,pirelli,11
1:31.601,alpine,renault,+0.098,+0.754,24,esteban-ocon,11,pirelli,31
1:31.612,ferrari,ferrari,+0.011,+0.765,26,charles-leclerc,12,pirelli,16
1:31.740,alfa-romeo,ferrari,+0.128,+0.893,27,antonio-giovinazzi,13,pirelli,99
1:31.769,aston-martin,mercedes,+0.029,+0.922,26,sebastian-vettel,14,pirelli,5
1:31.770,alpine,renault,+0.001,+0.923,24,fernando-alonso,15,pirelli,14
1:31.862,alfa-romeo,ferrari,+0.092,+1.015,15,kimi-raikkonen,16,pirelli,7
1:32.331,williams,mercedes,+0.469,+1.484,28,george-russell,17,pirelli,63
1:33.297,haas,ferrari,+0.966,+2.450,24,mick-schumacher,18,pirelli,47
1:33.400,williams,mercedes,+0.103,+2.553,28,nicholas-latifi,19,pirelli,6
1:33.449,haas,ferrari,+0.049,+2.602,19,nikita-mazepin,20,pirelli,9
