time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:31.394,red-bull,honda,,,12,max-verstappen,1,pirelli,33
1:31.692,mercedes,mercedes,+0.298,+0.298,17,valtteri-bottas,2,pirelli,77
1:31.897,mclaren,mercedes,+0.205,+0.503,20,lando-norris,3,pirelli,4
1:31.921,mercedes,mercedes,+0.024,+0.527,15,lewis-hamilton,4,pirelli,44
1:31.993,ferrari,ferrari,+0.072,+0.599,14,charles-leclerc,5,pirelli,16
1:32.071,red-bull,honda,+0.078,+0.677,15,sergio-perez,6,pirelli,11
1:32.195,alphatauri,honda,+0.124,+0.801,23,pierre-gasly,7,pirelli,10
1:32.366,ferrari,ferrari,+0.171,+0.972,15,carlos-sainz-jr,8,pirelli,55
1:32.434,mclaren,mercedes,+0.068,+1.040,20,daniel-ricciardo,9,pirelli,3
1:32.786,alfa-romeo,ferrari,+0.352,+1.392,16,antonio-giovinazzi,10,pirelli,99
1:33.134,alfa-romeo,ferrari,+0.348,+1.740,18,kimi-raikkonen,11,pirelli,7
1:33.157,aston-martin,mercedes,+0.023,+1.763,21,sebastian-vettel,12,pirelli,5
1:33.233,aston-martin,mercedes,+0.076,+1.839,20,lance-stroll,13,pirelli,18
1:33.329,alphatauri,honda,+0.096,+1.935,21,yuki-tsunoda,14,pirelli,22
1:33.528,alpine,renault,+0.199,+2.134,20,esteban-ocon,15,pirelli,31
1:33.872,alpine,renault,+0.344,+2.478,18,fernando-alonso,16,pirelli,14
1:34.127,williams,mercedes,+0.255,+2.733,22,george-russell,17,pirelli,63
1:34.340,williams,mercedes,+0.213,+2.946,22,nicholas-latifi,18,pirelli,6
1:34.501,haas,ferrari,+0.161,+3.107,16,mick-schumacher,19,pirelli,47
1:34.975,haas,ferrari,+0.474,+3.581,16,nikita-mazepin,20,pirelli,9
