engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,41
honda,red-bull,2,28
mercedes,mclaren,3,18
ferrari,ferrari,4,12
honda,alphatauri,5,2
mercedes,aston-martin,6,1
ferrari,alfa-romeo,7,0
renault,alpine,8,0
mercedes,williams,9,0
ferrari,haas,10,0
