constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda,27.7,sergio-perez,1,pirelli,11
red-bull,honda,16.8,max-verstappen,2,pirelli,33
mclaren,mercedes,13,lando-norris,3,pirelli,4
mercedes,mercedes,7.5,lewis-hamilton,4,pirelli,44
alphatauri,honda,7,yuki-tsunoda,5,pirelli,22
