time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:28.997,red-bull,honda,,max-verstappen,1,pirelli,33
1:29.385,mercedes,mercedes,,lewis-hamilton,2,pirelli,44
1:29.586,mercedes,mercedes,,valtteri-bottas,3,pirelli,77
1:29.678,ferrari,ferrari,,charles-leclerc,4,pirelli,16
1:29.809,alphatauri,honda,,pierre-gasly,5,pirelli,10
1:29.927,mclaren,mercedes,,daniel-ricciardo,6,pirelli,3
1:29.974,mclaren,mercedes,,lando-norris,7,pirelli,4
1:30.215,ferrari,ferrari,,carlos-sainz-jr,8,pirelli,55
1:30.249,alpine,renault,,fernando-alonso,9,pirelli,14
1:30.601,aston-martin,mercedes,,lance-stroll,10,pirelli,18
1:30.659,red-bull,honda,,sergio-perez,11,pirelli,11
1:30.708,alfa-romeo,ferrari,,antonio-giovinazzi,12,pirelli,99
1:31.203,alphatauri,honda,,yuki-tsunoda,13,pirelli,22
1:31.238,alfa-romeo,ferrari,,kimi-raikkonen,14,pirelli,7
1:33.430,williams,mercedes,,george-russell,15,pirelli,63
1:31.724,alpine,renault,,esteban-ocon,16,pirelli,31
1:31.936,williams,mercedes,,nicholas-latifi,17,pirelli,6
1:32.449,haas,ferrari,,mick-schumacher,18,pirelli,47
1:33.273,haas,ferrari,,nikita-mazepin,19,pirelli,9
1:32.056,aston-martin,mercedes,5,sebastian-vettel,20,pirelli,5
