driverId,position,points
lewis-hamilton,1,25
max-verstappen,2,18
valtteri-bottas,3,16
lando-norris,4,12
sergio-perez,5,10
charles-leclerc,6,8
daniel-ricciardo,7,6
carlos-sainz-jr,8,4
yuki-tsunoda,9,2
lance-stroll,10,1
kimi-raikkonen,11,0
antonio-giovinazzi,12,0
esteban-ocon,13,0
george-russell,14,0
sebastian-vettel,15,0
mick-schumacher,16,0
pierre-gasly,17,0
nicholas-latifi,18,0
