engineManufacturerId,constructorId,position,points
honda,red-bull,1,149
mercedes,mercedes,2,148
mercedes,mclaren,3,80
ferrari,ferrari,4,78
mercedes,aston-martin,5,19
honda,alphatauri,6,18
renault,alpine,7,17
ferrari,alfa-romeo,8,1
mercedes,williams,9,0
ferrari,haas,10,0
