time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:10.346,ferrari,ferrari,,charles-leclerc,1,pirelli,16
1:10.576,red-bull,honda,,max-verstappen,2,pirelli,33
1:10.601,mercedes,mercedes,,valtteri-bottas,3,pirelli,77
1:10.611,ferrari,ferrari,,carlos-sainz-jr,4,pirelli,55
1:10.620,mclaren,mercedes,,lando-norris,5,pirelli,4
1:10.900,alphatauri,honda,,pierre-gasly,6,pirelli,10
1:11.095,mercedes,mercedes,,lewis-hamilton,7,pirelli,44
1:11.419,aston-martin,mercedes,,sebastian-vettel,8,pirelli,5
1:11.573,red-bull,honda,,sergio-perez,9,pirelli,11
1:11.779,alfa-romeo,ferrari,,antonio-giovinazzi,10,pirelli,99
1:11.486,alpine,renault,,esteban-ocon,11,pirelli,31
1:11.598,mclaren,mercedes,,daniel-ricciardo,12,pirelli,3
1:11.600,aston-martin,mercedes,,lance-stroll,13,pirelli,18
1:11.642,alfa-romeo,ferrari,,kimi-raikkonen,14,pirelli,7
1:11.830,williams,mercedes,,george-russell,15,pirelli,63
1:12.096,alphatauri,honda,,yuki-tsunoda,16,pirelli,22
1:12.205,alpine,renault,,fernando-alonso,17,pirelli,14
1:12.366,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:12.958,haas,ferrari,,nikita-mazepin,19,pirelli,9
,haas,ferrari,,mick-schumacher,20,pirelli,47
