constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
aston-martin,mercedes,23.6,sebastian-vettel,1,pirelli,5
red-bull,honda,17.3,sergio-perez,2,pirelli,11
mclaren,mercedes,14,lando-norris,3,pirelli,4
ferrari,ferrari,12.1,carlos-sainz-jr,4,pirelli,55
red-bull,honda,9,max-verstappen,5,pirelli,33
