time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:11.684,ferrari,ferrari,,,30,charles-leclerc,1,pirelli,16
1:11.796,ferrari,ferrari,+0.112,+0.112,32,carlos-sainz-jr,2,pirelli,55
1:12.074,mercedes,mercedes,+0.278,+0.390,28,lewis-hamilton,3,pirelli,44
1:12.081,red-bull,honda,+0.007,+0.397,27,max-verstappen,4,pirelli,33
1:12.107,mercedes,mercedes,+0.026,+0.423,32,valtteri-bottas,5,pirelli,77
1:12.379,mclaren,mercedes,+0.272,+0.695,24,lando-norris,6,pirelli,4
1:12.498,alphatauri,honda,+0.119,+0.814,28,pierre-gasly,7,pirelli,10
1:12.708,red-bull,honda,+0.210,+1.024,24,sergio-perez,8,pirelli,11
1:12.746,alfa-romeo,ferrari,+0.038,+1.062,28,antonio-giovinazzi,9,pirelli,99
1:12.982,aston-martin,mercedes,+0.236,+1.298,26,sebastian-vettel,10,pirelli,5
1:13.065,alfa-romeo,ferrari,+0.083,+1.381,31,kimi-raikkonen,11,pirelli,7
1:13.175,alpine,renault,+0.110,+1.491,27,fernando-alonso,12,pirelli,14
1:13.195,aston-martin,mercedes,+0.020,+1.511,26,lance-stroll,13,pirelli,18
1:13.199,alpine,renault,+0.004,+1.515,28,esteban-ocon,14,pirelli,31
1:13.257,mclaren,mercedes,+0.058,+1.573,26,daniel-ricciardo,15,pirelli,3
1:13.509,williams,mercedes,+0.252,+1.825,32,george-russell,16,pirelli,63
1:13.593,williams,mercedes,+0.084,+1.909,31,nicholas-latifi,17,pirelli,6
1:14.407,haas,ferrari,+0.814,+2.723,26,nikita-mazepin,18,pirelli,9
1:14.416,haas,ferrari,+0.009,+2.732,25,mick-schumacher,19,pirelli,47
1:14.829,alphatauri,honda,+0.413,+3.145,11,yuki-tsunoda,20,pirelli,22
