driverId,position,points
max-verstappen,1,194
charles-leclerc,2,138
lando-norris,3,131
carlos-sainz-jr,4,108
sergio-perez,5,107
oscar-piastri,6,81
george-russell,7,69
lewis-hamilton,8,55
fernando-alonso,9,41
yuki-tsunoda,10,19
lance-stroll,11,17
daniel-ricciardo,12,9
oliver-bearman,13,6
nico-hulkenberg,14,6
pierre-gasly,15,3
alexander-albon,16,2
esteban-ocon,17,2
kevin-magnussen,18,1
guanyu-zhou,19,0
valtteri-bottas,20,0
logan-sargeant,21,0
