constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,24.7,lando-norris,1,pirelli,4
red-bull,honda-rbpt,11.8,max-verstappen,2,pirelli,1
mercedes,mercedes,9.5,lewis-hamilton,3,pirelli,44
mercedes,mercedes,9,george-russell,4,pirelli,63
mclaren,mercedes,6.6,oscar-piastri,5,pirelli,81
