engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,397.5
honda,red-bull,2,364.5
mercedes,mclaren,3,234
ferrari,ferrari,4,216.5
renault,alpine,5,103
honda,alphatauri,6,84
mercedes,aston-martin,7,59
mercedes,williams,8,23
ferrari,alfa-romeo,9,7
ferrari,haas,10,0
