time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:41.993,mclaren,mercedes,,lando-norris,1,pirelli,4
1:42.510,ferrari,ferrari,,carlos-sainz-jr,2,pirelli,55
1:42.983,williams,mercedes,,george-russell,3,pirelli,63
1:44.050,mercedes,mercedes,,lewis-hamilton,4,pirelli,44
1:44.156,mclaren,mercedes,,daniel-ricciardo,5,pirelli,3
1:44.204,alpine,renault,,fernando-alonso,6,pirelli,14
1:44.956,aston-martin,mercedes,,lance-stroll,7,pirelli,18
1:45.337,red-bull,honda,,sergio-perez,8,pirelli,11
1:45.865,alpine,renault,,esteban-ocon,9,pirelli,31
1:46.573,aston-martin,mercedes,,sebastian-vettel,10,pirelli,5
1:46.641,alphatauri,honda,,pierre-gasly,11,pirelli,10
1:46.751,alphatauri,honda,,yuki-tsunoda,12,pirelli,22
1:49.586,alfa-romeo,ferrari,,kimi-raikkonen,13,pirelli,7
1:49.830,haas,ferrari,,mick-schumacher,14,pirelli,47
1:53.764,haas,ferrari,,nikita-mazepin,15,pirelli,9
1:44.710,mercedes,mercedes,15,valtteri-bottas,16,pirelli,77
1:51.023,alfa-romeo,ferrari,5,antonio-giovinazzi,17,pirelli,99
,williams,mercedes,SFB,nicholas-latifi,18,pirelli,6
,ferrari,ferrari,SFB,charles-leclerc,19,pirelli,16
,red-bull,honda,SFB,max-verstappen,20,pirelli,33
