q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:47.238,mclaren,1:45.827,mercedes,,,1:41.993,lando-norris,23,1,pirelli,4
1:47.924,ferrari,1:46.521,ferrari,+0.517,+0.517,1:42.510,carlos-sainz-jr,25,2,pirelli,55
1:48.303,williams,1:46.435,mercedes,+0.473,+0.990,1:42.983,george-russell,26,3,pirelli,63
1:45.992,mercedes,1:45.129,mercedes,+1.067,+2.057,1:44.050,lewis-hamilton,24,4,pirelli,44
1:48.345,mclaren,1:46.361,mercedes,+0.106,+2.163,1:44.156,daniel-ricciardo,23,5,pirelli,3
1:47.877,alpine,1:45.514,renault,+0.048,+2.211,1:44.204,fernando-alonso,25,6,pirelli,14
1:46.396,mercedes,1:45.306,mercedes,+0.506,+2.717,1:44.710,valtteri-bottas,24,7,pirelli,77
1:48.322,aston-martin,1:46.360,mercedes,+0.246,+2.963,1:44.956,lance-stroll,23,8,pirelli,18
1:46.455,red-bull,1:45.834,honda,+0.381,+3.344,1:45.337,sergio-perez,24,9,pirelli,11
1:48.099,alpine,1:46.070,renault,+0.528,+3.872,1:45.865,esteban-ocon,25,10,pirelli,31
1:47.205,aston-martin,1:46.573,mercedes,,,,sebastian-vettel,18,11,pirelli,5
1:47.828,alphatauri,1:46.641,honda,,,,pierre-gasly,18,12,pirelli,10
1:48.854,alphatauri,1:46.751,honda,,,,yuki-tsunoda,20,13,pirelli,22
1:48.252,williams,,mercedes,,,,nicholas-latifi,12,14,pirelli,6
1:48.470,ferrari,,ferrari,,,,charles-leclerc,10,15,pirelli,16
1:49.586,alfa-romeo,,ferrari,,,,kimi-raikkonen,10,16,pirelli,7
1:49.830,haas,,ferrari,,,,mick-schumacher,10,17,pirelli,47
1:51.023,alfa-romeo,,ferrari,,,,antonio-giovinazzi,9,18,pirelli,99
1:53.764,haas,,ferrari,,,,nikita-mazepin,10,19,pirelli,9
,red-bull,,honda,,,,max-verstappen,2,20,pirelli,33
