constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,33.9,lando-norris,1,pirelli,4
red-bull,honda,13.9,max-verstappen,2,pirelli,33
mercedes,mercedes,9.9,lewis-hamilton,3,pirelli,44
red-bull,honda,6.5,sergio-perez,4,pirelli,11
ferrari,ferrari,5.9,carlos-sainz-jr,5,pirelli,55
