time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:34.427,mercedes,mercedes,,,25,valtteri-bottas,1,pirelli,77
1:34.638,mercedes,mercedes,+0.211,+0.211,23,lewis-hamilton,2,pirelli,44
1:34.654,red-bull,honda,+0.016,+0.227,13,max-verstappen,3,pirelli,33
1:35.117,ferrari,ferrari,+0.463,+0.690,22,charles-leclerc,4,pirelli,16
1:35.781,aston-martin,mercedes,+0.664,+1.354,23,sebastian-vettel,5,pirelli,5
1:35.794,alphatauri,honda,+0.013,+1.367,24,pierre-gasly,6,pirelli,10
1:35.811,ferrari,ferrari,+0.017,+1.384,25,carlos-sainz-jr,7,pirelli,55
1:35.959,mclaren,mercedes,+0.148,+1.532,24,lando-norris,8,pirelli,4
1:36.188,red-bull,honda,+0.229,+1.761,22,sergio-perez,9,pirelli,11
1:36.225,alpine,renault,+0.037,+1.798,21,fernando-alonso,10,pirelli,14
1:36.236,alpine,renault,+0.011,+1.809,25,esteban-ocon,11,pirelli,31
1:36.522,aston-martin,mercedes,+0.286,+2.095,21,lance-stroll,12,pirelli,18
1:36.795,alfa-romeo,ferrari,+0.273,+2.368,23,antonio-giovinazzi,13,pirelli,99
1:36.877,mclaren,mercedes,+0.082,+2.450,23,daniel-ricciardo,14,pirelli,3
1:36.952,alfa-romeo,ferrari,+0.075,+2.525,20,kimi-raikkonen,15,pirelli,7
1:37.794,alphatauri,honda,+0.842,+3.367,26,yuki-tsunoda,16,pirelli,22
1:38.013,williams,mercedes,+0.219,+3.586,23,george-russell,17,pirelli,63
1:38.155,williams,mercedes,+0.142,+3.728,21,nicholas-latifi,18,pirelli,6
1:38.586,haas,ferrari,+0.431,+4.159,22,nikita-mazepin,19,pirelli,9
1:38.977,haas,ferrari,+0.391,+4.550,23,mick-schumacher,20,pirelli,47
