q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:31.001,red-bull,1:31.080,honda,,,1:29.990,max-verstappen,16,1,pirelli,33
1:31.237,mercedes,1:30.788,mercedes,+0.258,+0.258,1:30.248,lewis-hamilton,20,2,pirelli,44
1:31.669,mercedes,1:30.735,mercedes,+0.128,+0.386,1:30.376,valtteri-bottas,16,3,pirelli,77
1:31.560,red-bull,1:30.971,honda,+0.069,+0.455,1:30.445,sergio-perez,16,4,pirelli,11
1:32.079,ferrari,1:31.146,ferrari,+0.395,+0.850,1:30.840,carlos-sainz-jr,19,5,pirelli,55
1:31.898,alphatauri,1:31.353,honda,+0.028,+0.878,1:30.868,pierre-gasly,22,6,pirelli,10
1:32.209,ferrari,1:31.567,ferrari,+0.119,+0.997,1:30.987,charles-leclerc,20,7,pirelli,16
1:31.733,mclaren,1:31.542,mercedes,+0.265,+1.262,1:31.252,lando-norris,18,8,pirelli,4
1:32.158,alpine,1:31.549,renault,+0.088,+1.350,1:31.340,fernando-alonso,17,9,pirelli,14
1:32.181,mclaren,1:31.615,mercedes,+0.042,+1.392,1:31.382,daniel-ricciardo,21,10,pirelli,3
1:32.139,alpine,1:31.736,renault,,,,esteban-ocon,10,11,pirelli,31
1:32.132,aston-martin,1:31.767,mercedes,,,,sebastian-vettel,12,12,pirelli,5
1:32.722,alfa-romeo,1:31.813,ferrari,,,,antonio-giovinazzi,13,13,pirelli,99
1:33.060,williams,1:32.065,mercedes,,,,george-russell,13,14,pirelli,63
1:32.942,haas,,ferrari,,,,mick-schumacher,7,15,pirelli,47
1:33.062,williams,,mercedes,,,,nicholas-latifi,7,16,pirelli,6
1:33.354,alfa-romeo,,ferrari,,,,kimi-raikkonen,7,17,pirelli,7
1:33.554,haas,,ferrari,,,,nikita-mazepin,7,18,pirelli,9
2:12.584,aston-martin,,mercedes,,,,lance-stroll,7,NC,pirelli,18
,alphatauri,,honda,,,,yuki-tsunoda,2,NC,pirelli,22
