time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:29.990,red-bull,honda,,max-verstappen,1,pirelli,33
1:30.248,mercedes,mercedes,,lewis-hamilton,2,pirelli,44
1:30.376,mercedes,mercedes,,valtteri-bottas,3,pirelli,77
1:30.445,red-bull,honda,,sergio-perez,4,pirelli,11
1:30.840,ferrari,ferrari,,carlos-sainz-jr,5,pirelli,55
1:30.868,alphatauri,honda,,pierre-gasly,6,pirelli,10
1:30.987,ferrari,ferrari,,charles-leclerc,7,pirelli,16
1:31.252,mclaren,mercedes,,lando-norris,8,pirelli,4
1:31.340,alpine,renault,,fernando-alonso,9,pirelli,14
1:31.382,mclaren,mercedes,,daniel-ricciardo,10,pirelli,3
1:31.736,alpine,renault,,esteban-ocon,11,pirelli,31
1:31.767,aston-martin,mercedes,,sebastian-vettel,12,pirelli,5
1:31.813,alfa-romeo,ferrari,,antonio-giovinazzi,13,pirelli,99
1:32.065,williams,mercedes,,george-russell,14,pirelli,63
,haas,ferrari,,mick-schumacher,15,pirelli,47
1:33.062,williams,mercedes,,nicholas-latifi,16,pirelli,6
1:33.354,alfa-romeo,ferrari,,kimi-raikkonen,17,pirelli,7
1:33.554,haas,ferrari,,nikita-mazepin,18,pirelli,9
2:12.584,aston-martin,mercedes,,lance-stroll,19,pirelli,18
,alphatauri,honda,5,yuki-tsunoda,PL,pirelli,22
