time,constructorId,gridPosition,engineManufacturerId,timePenalty,interval,laps,gap,driverId,reasonRetired,position,points,tyreManufacturerId,driverNumber
1:27:25.770,red-bull,1,honda,,,53,,max-verstappen,,1,26,pirelli,33
1:27:28.674,mercedes,2,mercedes,,+2.904,53,+2.904,lewis-hamilton,,2,18,pirelli,44
1:27:34.581,red-bull,4,honda,,+5.907,53,+8.811,sergio-perez,,3,15,pirelli,11
1:27:40.388,mercedes,3,mercedes,,+5.807,53,+14.618,valtteri-bottas,,4,12,pirelli,77
1:28:29.802,mclaren,8,mercedes,,+49.414,53,+1:04.032,lando-norris,,5,10,pirelli,4
1:28:41.627,mclaren,10,mercedes,,+11.825,53,+1:15.857,daniel-ricciardo,,6,8,pirelli,3
1:28:42.366,alphatauri,6,honda,,+0.739,53,+1:16.596,pierre-gasly,,7,6,pirelli,10
1:28:43.465,alpine,9,renault,,+1.099,53,+1:17.695,fernando-alonso,,8,4,pirelli,14
1:28:45.436,aston-martin,12,mercedes,,+1.971,53,+1:19.666,sebastian-vettel,,9,2,pirelli,5
1:28:57.716,aston-martin,19,mercedes,,+12.280,53,+1:31.946,lance-stroll,,10,1,pirelli,18
1:29:05.107,ferrari,5,ferrari,,+7.391,53,+1:39.337,carlos-sainz-jr,,11,,pirelli,55
,williams,14,mercedes,,,52,+1 lap,george-russell,,12,,pirelli,63
,alphatauri,PL,honda,,,52,+1 lap,yuki-tsunoda,,13,,pirelli,22
,alpine,11,renault,,,52,+1 lap,esteban-ocon,,14,,pirelli,31
,alfa-romeo,13,ferrari,,,52,+1 lap,antonio-giovinazzi,,15,,pirelli,99
,ferrari,7,ferrari,,,52,+1 lap,charles-leclerc,,16,,pirelli,16
,alfa-romeo,17,ferrari,,,52,+1 lap,kimi-raikkonen,,17,,pirelli,7
,williams,16,mercedes,,,52,+1 lap,nicholas-latifi,,18,,pirelli,6
,haas,15,ferrari,,,52,+1 lap,mick-schumacher,,19,,pirelli,47
,haas,18,ferrari,,,52,+1 lap,nikita-mazepin,,20,,pirelli,9
