engineManufacturerId,constructorId,position,points
honda,red-bull,1,215
mercedes,mercedes,2,178
mercedes,mclaren,3,110
ferrari,ferrari,4,94
honda,alphatauri,5,45
mercedes,aston-martin,6,40
renault,alpine,7,29
ferrari,alfa-romeo,8,2
mercedes,williams,9,0
ferrari,haas,10,0
