driverId,position,points
max-verstappen,1,131
lewis-hamilton,2,119
sergio-perez,3,84
lando-norris,4,76
valtteri-bottas,5,59
charles-leclerc,6,52
carlos-sainz-jr,7,42
pierre-gasly,8,37
daniel-ricciardo,9,34
sebastian-vettel,10,30
fernando-alonso,11,17
esteban-ocon,12,12
lance-stroll,13,10
yuki-tsunoda,14,8
kimi-raikkonen,15,1
antonio-giovinazzi,16,1
george-russell,17,0
mick-schumacher,18,0
nikita-mazepin,19,0
nicholas-latifi,20,0
