time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:23.723,red-bull,honda,,,22,max-verstappen,1,pirelli,33
1:24.160,alphatauri,honda,+0.437,+0.437,28,pierre-gasly,2,pirelli,10
1:24.194,mercedes,mercedes,+0.034,+0.471,24,valtteri-bottas,3,pirelli,77
1:24.509,mercedes,mercedes,+0.315,+0.786,21,lewis-hamilton,4,pirelli,44
1:24.648,alphatauri,honda,+0.139,+0.925,27,yuki-tsunoda,5,pirelli,22
1:24.713,ferrari,ferrari,+0.065,+0.990,26,carlos-sainz-jr,6,pirelli,55
1:24.790,ferrari,ferrari,+0.077,+1.067,27,charles-leclerc,7,pirelli,16
1:24.915,red-bull,honda,+0.125,+1.192,22,sergio-perez,8,pirelli,11
1:24.972,alpine,renault,+0.057,+1.249,23,esteban-ocon,9,pirelli,31
1:25.215,mclaren,mercedes,+0.243,+1.492,19,lando-norris,10,pirelli,4
1:25.291,mclaren,mercedes,+0.076,+1.568,24,daniel-ricciardo,11,pirelli,3
1:25.328,aston-martin,mercedes,+0.037,+1.605,19,sebastian-vettel,12,pirelli,5
1:25.688,williams,mercedes,+0.360,+1.965,24,nicholas-latifi,13,pirelli,6
1:25.757,alfa-romeo,ferrari,+0.069,+2.034,23,antonio-giovinazzi,14,pirelli,99
1:25.828,alfa-romeo,ferrari,+0.071,+2.105,25,kimi-raikkonen,15,pirelli,7
1:25.871,williams,mercedes,+0.043,+2.148,24,george-russell,16,pirelli,63
1:25.905,alpine,renault,+0.034,+2.182,21,fernando-alonso,17,pirelli,14
1:26.699,haas,ferrari,+0.794,+2.976,21,mick-schumacher,18,pirelli,47
1:26.712,aston-martin,mercedes,+0.013,+2.989,11,lance-stroll,19,pirelli,18
1:27.500,haas,ferrari,+0.788,+3.777,16,nikita-mazepin,20,pirelli,9
