time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:20.827,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:21.640,alphatauri,honda,,pierre-gasly,2,pirelli,10
1:21.670,alpine,renault,,fernando-alonso,3,pirelli,14
1:21.731,mclaren,mercedes,,lando-norris,4,pirelli,4
1:21.840,ferrari,ferrari,,carlos-sainz-jr,5,pirelli,55
1:21.478,mercedes,mercedes,3,valtteri-bottas,6,pirelli,77
1:21.424,red-bull,honda,5,max-verstappen,7,pirelli,33
1:21.881,alphatauri,honda,,yuki-tsunoda,8,pirelli,22
1:22.028,alpine,renault,,esteban-ocon,9,pirelli,31
1:22.785,aston-martin,mercedes,,sebastian-vettel,10,pirelli,5
1:22.346,red-bull,honda,,sergio-perez,11,pirelli,11
1:22.460,aston-martin,mercedes,,lance-stroll,12,pirelli,18
1:22.463,ferrari,ferrari,,charles-leclerc,13,pirelli,16
1:22.597,mclaren,mercedes,,daniel-ricciardo,14,pirelli,3
1:22.756,williams,mercedes,,george-russell,15,pirelli,63
1:23.156,alfa-romeo,ferrari,,kimi-raikkonen,16,pirelli,7
1:23.213,williams,mercedes,,nicholas-latifi,17,pirelli,6
1:23.262,alfa-romeo,ferrari,,antonio-giovinazzi,18,pirelli,99
1:23.407,haas,ferrari,,mick-schumacher,19,pirelli,47
1:25.859,haas,ferrari,,nikita-mazepin,20,pirelli,9
