id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1055,20,2021-11-21,qatar,Formula 1 Ooredoo Qatar Grand Prix 2021,KNOCKOUT,lusail,RACE,CLOCKWISE,5.38,16,57,306.66
