engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,546.5
honda,red-bull,2,541.5
ferrari,ferrari,3,297.5
mercedes,mclaren,4,258
renault,alpine,5,137
honda,alphatauri,6,112
mercedes,aston-martin,7,77
mercedes,williams,8,23
ferrari,alfa-romeo,9,11
ferrari,haas,10,0
