driverId,position,points
max-verstappen,1,351.5
lewis-hamilton,2,343.5
valtteri-bottas,3,203
sergio-perez,4,190
lando-norris,5,153
charles-leclerc,6,152
carlos-sainz-jr,7,145.5
daniel-ricciardo,8,105
pierre-gasly,9,92
fernando-alonso,10,77
esteban-ocon,11,60
sebastian-vettel,12,43
lance-stroll,13,34
yuki-tsunoda,14,20
george-russell,15,16
kimi-raikkonen,16,10
nicholas-latifi,17,7
antonio-giovinazzi,18,1
mick-schumacher,19,0
robert-kubica,20,0
nikita-mazepin,21,0
