constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
alpine,renault,28.6,fernando-alonso,1,pirelli,14
red-bull,honda,16.6,sergio-perez,2,pirelli,11
mercedes,mercedes,13.7,lewis-hamilton,3,pirelli,44
red-bull,honda,13.5,max-verstappen,4,pirelli,33
mclaren,mercedes,5.6,lando-norris,5,pirelli,4
