time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:22.310,mercedes,mercedes,,,17,valtteri-bottas,1,pirelli,77
1:22.388,mercedes,mercedes,+0.078,+0.078,16,lewis-hamilton,2,pirelli,44
1:22.651,red-bull,honda,+0.263,+0.341,10,max-verstappen,3,pirelli,33
1:22.835,alphatauri,honda,+0.184,+0.525,17,pierre-gasly,4,pirelli,10
1:22.846,red-bull,honda,+0.011,+0.536,14,sergio-perez,5,pirelli,11
1:23.048,ferrari,ferrari,+0.202,+0.738,17,carlos-sainz-jr,6,pirelli,55
1:23.186,alpine,renault,+0.138,+0.876,13,fernando-alonso,7,pirelli,14
1:23.209,alpine,renault,+0.023,+0.899,18,esteban-ocon,8,pirelli,31
1:23.276,ferrari,ferrari,+0.067,+0.966,17,charles-leclerc,9,pirelli,16
1:23.567,alphatauri,honda,+0.291,+1.257,20,yuki-tsunoda,10,pirelli,22
1:23.711,mclaren,mercedes,+0.144,+1.401,14,daniel-ricciardo,11,pirelli,3
1:23.884,aston-martin,mercedes,+0.173,+1.574,17,sebastian-vettel,12,pirelli,5
1:23.895,mclaren,mercedes,+0.011,+1.585,16,lando-norris,13,pirelli,4
1:23.923,williams,mercedes,+0.028,+1.613,17,george-russell,14,pirelli,63
1:24.154,aston-martin,mercedes,+0.231,+1.844,17,lance-stroll,15,pirelli,18
1:24.246,alfa-romeo,ferrari,+0.092,+1.936,19,kimi-raikkonen,16,pirelli,7
1:24.288,alfa-romeo,ferrari,+0.042,+1.978,17,antonio-giovinazzi,17,pirelli,99
1:24.499,williams,mercedes,+0.211,+2.189,15,nicholas-latifi,18,pirelli,6
1:24.680,haas,ferrari,+0.181,+2.370,20,mick-schumacher,19,pirelli,47
,haas,ferrari,,,1,nikita-mazepin,20,pirelli,9
